free,log,restart,rmse,converged,in_bounds,C_c,h_amb,K_Q,h_fc,sigma,tau,theta,dead,coast
K_Q+C_c+h_fc+h_amb,grillsim_hold,2,1.3024533929343014,True,False,201.14440852999988,1.000000022776312e-09,2.275161022359259,1.8076715101226264,1.5269422979446857e-09,201144403948.67218,30.94080829737048,17.0,22.0
K_Q+C_c+h_fc+h_amb,grillsim_hold,3,5.631787335261746,True,False,190.94503933329216,1.0215838705210762e-09,2.352840155433849,12.852562729001736,1.5916015959973883e-09,186910781232.1835,68.26948190076098,27.0,16044.0
K_Q+C_c+h_fc+h_amb,grillsim_hold,4,1.443723230661058,True,False,187.99155963042273,3.253809009448272e-09,2.1626828625058607,18.193692470877945,1.452738232803913e-09,57775843352.98748,38.46995086495376,17.0,19492.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_hold,0,1.2998858314500557,True,False,183.4804212448736,1.0008117065391476e-09,2.086074932610119,1.1969592771821307,1.4e-09,183331609778.38403,28.34189256830946,18.0,23.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_hold,1,1.3001251428317973,True,False,324.074689676061,2.596474409590293e-09,3.556635551058452,0.5874496480118275,2.3869131124875562e-09,124813357866.75359,28.38255235093827,18.0,23.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_hold,2,1.3000281742110078,True,False,261.60688244059054,1.01691717459181e-09,2.912940561979986,0.9867495793338745,1.954921055501463e-09,257254857108.29834,28.366519235098703,18.0,23.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_hold,3,1.2993907699440925,True,False,88.37554710120101,1.0000084532545711e-09,1.0766883444586646,1.3329352257516673,7.22586772638226e-10,88374800046.51854,28.262679655607673,18.0,23.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_hold,4,1.2987271881499418,True,False,130.93633975338315,1.0000782940700568e-09,1.737317562197228,3.2092902267168655,1.1659550422981799e-09,130926089016.99739,28.156853307949316,18.0,23.0
C_c+theta,grillsim_hold,0,47.19874204728227,True,True,251.58472956285038,0.5,3.5,1.3,1.4e-09,503.16945912570077,50.66148373336608,25.0,32.0
C_c+theta,grillsim_hold,1,50.73821581563369,True,True,255.20401795897928,0.530537079222029,3.568187403295582,1.3656223715210971,1.4860080609209667e-09,481.0295603338533,52.22538447702527,25.0,33.0
C_c+theta,grillsim_hold,2,51.967055960895,True,True,264.76016621219406,0.5417183068984631,3.7156157146561175,1.9436075652203462,1.6808073706038745e-09,488.7414046020404,54.56662105344053,25.0,32.0
C_c+theta,grillsim_hold,3,64.82332634056299,True,True,258.08089276745346,0.7000917159706268,3.601105469667351,1.8172275315110114,1.3648196806118015e-09,368.63868958889606,61.80233206215281,26.0,34.0
C_c+theta,grillsim_hold,4,96.71194448240036,True,True,113.21659509312019,0.46774649224944614,1.634879797706586,1.1342769293975443,1.3056096582749723e-09,242.04691423477854,69.3870194724372,33.0,0.0
K_Q+C_c,grillsim_hold,0,4.157411183620672,True,True,477.6338062855963,0.5,5.5753056022875,1.3,1.4e-09,955.2676125711926,50.0,25.0,44.0
K_Q+C_c,grillsim_hold,1,1.830334221777612,True,True,538.1883359348116,0.5663788919205709,6.095664672696412,1.8378854378750968,1.4258258077678318e-09,950.2266832540913,34.158809455724416,20.0,31.0
K_Q+C_c,grillsim_hold,2,3.09172384482417,True,True,762.4457284057157,0.6713536868358284,8.832345186258198,0.9752362313138605,2.781474433748533e-09,1135.684130967114,32.743988583278956,23.0,37.0
K_Q+C_c,grillsim_hold,3,7.811067874757616,True,True,292.79576130351876,0.31600352439409296,3.761128381052771,1.005304392296631,1.0550252355511819e-09,926.5585308421072,61.250282862736796,34.0,62.0
K_Q+C_c,grillsim_hold,4,1.670352314708561,True,True,403.07079340640473,0.45892893496668347,4.638094764730566,1.711622592115121,9.51889395500988e-10,878.2858579960015,29.18689259616863,19.0,30.0
K_Q+C_c+theta,grillsim_hold,0,1.4736403625752146,True,True,503.3696191671927,0.5,5.5978760932211165,1.3,1.4e-09,1006.7392383343854,27.88764203484993,17.0,26.0
K_Q+C_c+theta,grillsim_hold,1,1.4885837747716892,True,True,382.5164924282185,0.4119412939160131,4.303587258160327,1.6831177769417205,9.464572910581524e-10,928.5704008741748,28.227230967211554,17.0,26.0
K_Q+C_c+theta,grillsim_hold,2,1.426875881337607,True,True,673.8852477941857,0.4875084210318318,7.399989285984913,1.364761678250043,2.6683872789855904e-09,1382.3048356126437,31.25256644829803,17.0,25.0
K_Q+C_c+theta,grillsim_hold,3,1.5231298688600257,True,True,488.1039242928604,0.5963065984659713,5.429286196700483,1.3493780104178628,8.32892421623942e-10,818.5452341941751,28.808250740207015,17.0,27.0
K_Q+C_c+theta,grillsim_hold,4,1.4624803892543257,True,True,483.4874933069634,0.45608405887438674,5.414876709070845,1.4968837780893494,1.4842066687037187e-09,1060.0841750536254,26.73588978407754,17.0,26.0
K_Q+C_c+h_fc+theta,grillsim_hold,0,1.473631477448749,True,True,503.36616023801616,0.5,5.597875005255105,1.2722782410944027,1.4e-09,1006.7323204760323,27.7405782513236,17.0,26.0
K_Q+C_c+h_fc+theta,grillsim_hold,1,1.4040462531935536,True,True,446.66506635515515,0.2828346411754516,4.9521353227045015,1.1252487736824224,1.990283729168746e-09,1579.2445525725902,27.967628448902847,17.0,25.0
K_Q+C_c+h_fc+theta,grillsim_hold,2,1.507081302264484,True,True,544.4030177683983,0.628472156414971,6.071005613600669,1.482038027022849,1.111944915035306e-09,866.2325167655271,27.64434282444842,17.0,27.0
K_Q+C_c+h_fc+theta,grillsim_hold,3,1.5332814293632544,True,True,400.92176703370177,0.5084612900148506,4.454412852944501,0.8226973570243701,5.927091191188699e-10,788.5000783874659,27.57275477165516,17.0,28.0
K_Q+C_c+h_fc+theta,grillsim_hold,4,1.4821449563336164,True,True,435.18916691712997,0.4538175136781309,4.879028696063298,1.5684608391083934,1.135257447192759e-09,958.9518998285882,27.711867144367396,17.0,26.0
K_Q+C_c+sigma+theta,grillsim_hold,0,1.3002333314134085,True,False,7635369.231635694,0.5,82702.13640543255,1.3,5.5500273932886134e-05,15270738.463271389,28.572074726200867,18.0,23.0
K_Q+C_c+sigma+theta,grillsim_hold,1,1.305011790692076,True,False,43553483.989694096,0.5406416229335625,471824.89421260025,1.6373691150220169,0.0003166523867986446,80558880.67472419,31.88387681322469,17.0,22.0
K_Q+C_c+sigma+theta,grillsim_hold,2,1.3008231874265765,True,False,6102946.903979075,0.47549213619967967,66104.46213794216,1.477531850222547,4.436151406689398e-05,12835011.221754853,29.6475279286006,18.0,23.0
K_Q+C_c+sigma+theta,grillsim_hold,3,1.3004858506290053,True,False,10189126.960561432,0.4288211600634417,110363.07014132466,1.2388193507174405,7.406430176563164e-05,23760784.00388173,29.233874539799583,18.0,23.0
K_Q+C_c+sigma+theta,grillsim_hold,4,1.310091245425433,True,False,17382796.313603394,0.5114370840571614,188402.08191950258,0.7278877112798369,0.00012644532942219442,33988142.14977924,23.411735907116345,17.0,22.0
K_Q+C_c+h_fc+sigma+theta,grillsim_hold,0,1.3089475678352744,False,False,8640.692370314353,0.5,93.73513432192819,1.272561269073466,6.055031807945962e-08,17281.384740628706,28.38273377591501,18.0,23.0
K_Q+C_c+h_fc+sigma+theta,grillsim_hold,1,1.3143189024906938,False,False,4089.9572423518766,0.38026060155128083,44.427719072595,1.2072623187233833,2.8023742450804762e-08,10755.66920597825,28.39459406564809,18.0,23.0
K_Q+C_c+h_fc+sigma+theta,grillsim_hold,2,1.3084333127636616,False,False,7510.318209014172,0.40906261878763567,81.44685795685491,0.8021712688157105,5.273210986162601e-08,18359.825278762866,28.383616326039757,18.0,23.0
K_Q+C_c+h_fc+sigma+theta,grillsim_hold,3,1.3042570397835176,False,False,14419.226231892666,0.3889474570874294,156.4075099329566,2.4697820012614473,1.0313416584321854e-07,37072.4270570342,28.423355159682526,18.0,23.0
K_Q+C_c+h_fc+sigma+theta,grillsim_hold,4,1.3096199882309605,False,False,9834.006419921152,0.6117974824390255,106.62616760311273,0.6965343551412475,6.867473717823718e-08,16073.956990990484,28.334675303350885,18.0,23.0
h_amb,mak_heatup,0,131.68333023597162,True,True,320.0,0.58998805654701,3.5,1.3,1.4e-09,542.3838609087209,50.0,26.0,37.0
h_amb,mak_heatup,1,122.74529862958519,True,True,295.5012490541892,0.610522023286001,3.0211811349818736,1.6997506523939512,8.06103663441325e-10,484.0140695723284,73.35129967629032,34.0,58.0
h_amb,mak_heatup,2,141.65080830453226,True,True,258.22710912095596,0.4839103453514571,3.1547387412989636,1.3961226708834444,1.5919633500498484e-09,533.6259321618953,29.234606398208985,17.0,19.0
h_amb,mak_heatup,3,146.98391377752498,True,True,343.4218472918475,1.1835206861042153,4.45218426661509,0.796531620346763,1.6017999382379795e-09,290.16970410740026,30.219595748941085,18.0,18.0
h_amb,mak_heatup,4,149.37984312524833,True,True,369.06760031824746,1.9205817736899728,4.978891504508995,1.6020014568432903,6.517936272604391e-10,192.16448129108596,36.91066638455144,18.0,12.0
h_amb+theta,mak_heatup,0,33.227528713999114,True,True,320.0,0.5477396278908008,3.5,1.3,1.4e-09,584.2191868283013,644.0592320933333,167.0,331.0
h_amb+theta,mak_heatup,1,29.657452107711215,True,True,367.9868519169775,0.10461553694308452,2.7425802543840465,1.7170045893795423,2.025088980719195e-09,3517.516256855601,529.6659429199113,158.0,300.0
h_amb+theta,mak_heatup,2,30.282141478678376,True,True,510.27422701565524,0.42379545127504986,3.607832421952706,2.339207965152505,1.6553767806917877e-09,1204.05781959297,518.5472219488155,151.0,314.0
h_amb+theta,mak_heatup,3,34.86049208176058,True,True,506.5673533842273,1.353417117271853,6.341150954403909,1.485965191581153,1.4059095072881668e-09,374.2876803607591,682.6618095341078,167.0,348.0
h_amb+theta,mak_heatup,4,33.54185038325354,True,True,302.7118492558854,1.1937208072336787,6.164523192755891,1.6123051090163152,1.8211890970763846e-09,253.5868080890606,781.5926237611952,171.0,345.0
K_Q+h_amb,mak_heatup,0,62.77765036140703,True,False,320.0,1.000000000102664e-09,1.2903980798185954,1.3,1.4e-09,319999999967.1475,50.0,33.0,33.0
K_Q+h_amb,mak_heatup,1,38.308734456287894,True,False,531.2392538342983,1.0000000083662756e-09,1.7033005063035929,1.2033271729299486,1.124627968783381e-09,531239249389.8044,30.928537409688328,25.0,30.0
K_Q+h_amb,mak_heatup,2,25.11437828393246,True,False,365.2806278098466,1.0000000000092322e-09,1.136243171434786,0.9645103391822474,6.002741830826282e-10,365280627806.47424,71.11664991485084,45.0,76.0
K_Q+h_amb,mak_heatup,3,80.53260391916083,True,False,322.67206993426987,1.0000000030931067e-09,1.4614869695029473,1.483604257221525,2.0323379388664275e-09,322672068936.21075,37.307723462181116,27.0,20.0
K_Q+h_amb,mak_heatup,4,36.337643663247086,True,False,788.4683087139651,1.0000000019501106e-09,2.505360773738237,1.1598222544531556,1.6005970712539066e-09,788468307176.3647,35.42713551242014,28.0,35.0
K_Q+h_amb+theta,mak_heatup,0,26.014346127424474,True,False,320.0,1.0000000000054088e-09,1.721493944314128,1.3,1.4e-09,319999999998.26917,417.9788059564018,141.0,277.0
K_Q+h_amb+theta,mak_heatup,1,23.649477346921042,True,False,276.96259032316874,1.0000000000070102e-09,1.312765075124665,1.5513191174012266,9.906418221590746e-10,276962590321.2272,367.58993978630554,130.0,268.0
K_Q+h_amb+theta,mak_heatup,2,29.642501648330953,True,False,249.10117716343493,1.0000000228076534e-09,2.4582729380773523,1.237289418477035,2.2990572120863827e-09,249101171482.02176,624.690774933017,168.0,294.0
K_Q+h_amb+theta,mak_heatup,3,22.33823417151712,True,False,361.77955037146546,1.0000000000000892e-09,1.5941991975817693,0.7354388147198323,1.1488039455599751e-09,361779550371.43317,338.4788337359866,126.0,262.0
K_Q+h_amb+theta,mak_heatup,4,19.132190741182622,True,False,533.4782334883164,1.0000000002729238e-09,2.1038438359059715,1.8015135847518375,1.3536081894276047e-09,533478233342.7175,290.36078582406356,113.0,248.0
C_c+h_amb+theta,mak_heatup,0,9.293877963535095,True,False,1157.9611795236983,1.00000000000908e-09,3.5,1.3,1.4e-09,1157961179513.184,169.79552301680778,83.0,200.0
C_c+h_amb+theta,mak_heatup,1,13.218666281682799,True,False,1126.0979215031334,1.0000000798872917e-09,3.680131255752443,1.3221413757520537,1.844462408972393e-09,1126097831542.2275,205.91680557905644,93.0,215.0
C_c+h_amb+theta,mak_heatup,2,16.7129442634166,True,False,569.6220411220243,1.0000000000718368e-09,2.0221075848373413,1.7730762939440805,1.1961884182150952e-09,569622041081.1045,244.63703923266326,102.0,229.0
C_c+h_amb+theta,mak_heatup,3,2.188042442085922,True,False,1502.934873256238,1.0000000000000003e-09,3.9594014161821938,1.0763497892438267,7.938176367917171e-10,1502934873256.2375,107.19561741990775,65.0,168.0
C_c+h_amb+theta,mak_heatup,4,8.979994823568127,True,False,888.556748410743,1.0000000126180892e-09,2.66159171628462,0.40617882214669854,1.0385712436307137e-09,888556737198.8549,158.4611938283312,85.0,197.0
K_Q+C_c+h_amb,mak_heatup,0,5.274911323818345,True,False,13691.555173049706,1.0107295859372262e-09,32.20507096113772,1.3,1.4e-09,13546209949275.248,50.0,38.0,108.0
K_Q+C_c+h_amb,mak_heatup,1,2.7458487022898503,True,False,4251.629091481288,1.015472927362623e-09,10.415475312957547,0.9104452382813892,1.04662523722273e-09,4186846322455.4697,70.80828865892575,51.0,137.0
K_Q+C_c+h_amb,mak_heatup,2,5.717956922596459,True,False,13536.275825094643,1.1195062504332615e-09,31.631715439527692,1.6478706981307039,1.064143730897061e-09,12091290977478.645,47.68229456527236,35.0,105.0
K_Q+C_c+h_amb,mak_heatup,3,6.573437961864791,True,False,22063.03779733407,1.044634568682537e-09,50.897083624143114,0.7013042367742809,7.286106553170358e-10,21120340508317.023,34.108909369482845,31.0,95.0
K_Q+C_c+h_amb,mak_heatup,4,4.142326454613794,True,False,5436.154598028151,1.0068265817425525e-09,13.023044180271185,1.6635214678895514,8.963577957942748e-10,5399295863463.988,61.91326156907508,43.0,122.0
K_Q+C_c+h_amb+theta,mak_heatup,0,1.3242172427235177,True,False,3648.815195697855,1.0000001798136021e-09,9.266266790969068,1.3,1.4e-09,3648814539591.369,99.23630872337708,59.0,164.0
K_Q+C_c+h_amb+theta,mak_heatup,1,1.3237470404210794,True,False,4258.999370351224,1.0000327047064494e-09,10.805719506540026,0.9336804127577581,1.6324882879733484e-09,4258860085582.316,99.14250711242865,59.0,164.0
K_Q+C_c+h_amb+theta,mak_heatup,2,1.3306119650250678,True,False,3366.0577776914743,1.0000000205793728e-09,8.547622602327229,1.3446127643696921,1.2925152938795295e-09,3366057708420.118,100.44714154327139,59.0,164.0
K_Q+C_c+h_amb+theta,mak_heatup,3,1.3234056249847153,True,False,2857.993533637092,1.0000000722013976e-09,7.263805809693208,1.3262896776481532,1.097339613719377e-09,2857993327285.979,99.07693201729872,59.0,164.0
K_Q+C_c+h_amb+theta,mak_heatup,4,1.341888248202452,True,False,6606.378290569309,1.0318439574792919e-09,16.772323984916415,3.2446607010505626,2.540004071095814e-09,6402497434503.697,102.39908639520574,58.0,165.0
K_Q+C_c+h_fc+h_amb,mak_heatup,0,1.5083970048456532,True,False,3581.9500958967524,1.000038571060239e-09,9.116639602446325,0.1578633599238289,1.4e-09,3581811941612.588,50.0,54.0,176.0
K_Q+C_c+h_fc+h_amb,mak_heatup,1,1.7324735735563637,True,False,2229.0546857101085,1.0002075022148605e-09,5.70515448555147,0.121454507552712,9.041083079569631e-10,2228592247882.652,35.35184442102969,48.0,191.0
K_Q+C_c+h_fc+h_amb,mak_heatup,2,1.7337789498580745,True,False,2514.9120321424057,1.0000054382427287e-09,6.428082068433907,0.09028374202349869,1.0188443188546415e-09,2514898355514.7104,35.28066987212716,48.0,191.0
K_Q+C_c+h_fc+h_amb,mak_heatup,3,1.2908777549121568,True,False,2356.4527356563744,1.0000000020778149e-09,5.9896622638574915,0.366513386472595,8.996285620284504e-10,2356452730760.102,79.82328204756877,61.0,160.0
K_Q+C_c+h_fc+h_amb,mak_heatup,4,1.9062841387660676,True,False,2881.7329280488466,1.000006982501426e-09,7.390542690914073,0.08347536269881736,1.2027511643837766e-09,2881712806485.066,26.148815174486412,43.0,202.0
K_Q+C_c+h_fc+h_amb+theta,mak_heatup,0,1.2865746235367643,True,False,3666.426353026281,2.6426583993376613e-06,9.306002995843617,0.42368955623909205,1.4e-09,1387400790.7890065,84.76176161088904,61.0,160.0
K_Q+C_c+h_fc+h_amb+theta,mak_heatup,1,1.2865599125986216,True,False,2728.2124692338325,3.5348827644703167e-06,6.930383644977266,0.4209072950413846,1.0426083986962464e-09,771797157.3641822,84.75471988776196,61.0,160.0
K_Q+C_c+h_fc+h_amb+theta,mak_heatup,2,1.2865765874188226,True,False,3528.4845622089433,3.1863198714342984e-06,8.954911330183178,0.3897245356484955,1.3471786741686013e-09,1107385543.379429,84.75974476497845,61.0,160.0
K_Q+C_c+h_fc+h_amb+theta,mak_heatup,3,1.2865498014865786,True,False,2856.0328565710956,1.017339290565669e-06,7.2591241956752155,0.5152149975740545,1.092075908311271e-09,2807355307.1788487,84.7544681311197,61.0,160.0
K_Q+C_c+h_fc+h_amb+theta,mak_heatup,4,1.286595505652111,True,False,5116.708785457005,3.521450297279829e-06,12.971895372971856,0.31044915054166367,1.9514910846779844e-09,1453011785.9137316,84.76352194808292,61.0,160.0
C_c+theta,mak_heatup,0,29.70688117878417,True,True,625.3905564331271,0.5,3.5,1.3,1.4e-09,1250.7811128662543,427.4607640223148,141.0,293.0
C_c+theta,mak_heatup,1,51.01815068658693,True,True,1.5668333217428234,0.36371688444683226,2.3243351664788605,1.6627628959032679,2.215611348859773e-09,4.3078377406805854,856.2643354918034,134.0,79.0
C_c+theta,mak_heatup,2,30.161366154274507,True,True,487.5351950718876,0.42509479524115784,2.7893623204379923,0.9041920201319962,1.0491197615300163e-09,1146.8858253023473,436.5629719782863,142.0,295.0
C_c+theta,mak_heatup,3,26.76460464771309,True,True,1152.8310967446378,0.7997471586446432,5.621985188828234,1.7085712359969067,1.8197235088859475e-09,1441.4944576963262,369.7131039163949,131.0,282.0
C_c+theta,mak_heatup,4,90.55521073859147,True,True,186.44521587912712,1.0450141435843359,2.4064208897299486,1.5110057020755125,1.5498163486159583e-09,178.4140597749531,661.277373307996,167.0,0.0
K_Q+C_c,mak_heatup,0,5.285569890147987,True,True,30792.07386237687,0.5,72.53829399536413,1.3,1.4e-09,61584.14772475374,50.0,38.0,109.0
K_Q+C_c,mak_heatup,1,5.520613941700053,True,True,22054.91264195933,0.36666848761322995,51.774428463065625,0.8426725531282366,6.841217508865344e-10,60149.46303545818,46.6818210569584,37.0,106.0
K_Q+C_c,mak_heatup,2,7.086780055476669,True,True,993496.794573403,0.6472670063436925,2273.219619985133,1.9643486202250193,1.5049131510405232e-09,1534910.299515353,34.10378217369287,28.0,108.0
K_Q+C_c,mak_heatup,3,6.700906107105061,True,True,135311.53649552213,0.5455909778304517,311.54279130620444,1.2027333582331836,1.4327629271277092e-09,248009.11670788596,36.50858945046186,31.0,97.0
K_Q+C_c,mak_heatup,4,6.310793929529926,True,True,48924.89242778752,0.38985164997262944,113.36484409475287,1.0526586714493051,8.788330761040653e-10,125496.17894710058,41.228913870800774,33.0,99.0
K_Q+C_c+theta,mak_heatup,0,1.3375345587484389,True,True,8045.5682071884385,0.5,20.560132672710964,1.3,1.4e-09,16091.136414376877,99.29793285477102,59.0,165.0
K_Q+C_c+theta,mak_heatup,1,1.3430997329082826,True,True,8994.663262925224,0.5278722521991311,22.976017639537844,1.6002879430019636,1.6729008807600111e-09,17039.469730513767,100.5189646564501,59.0,165.0
K_Q+C_c+theta,mak_heatup,2,1.321530035564381,True,True,7359.57504170407,0.40625229099203464,18.79723087655093,1.2360520316547217,1.4485727661689744e-09,18115.774864266226,96.24068803786446,60.0,163.0
K_Q+C_c+theta,mak_heatup,3,1.3316990262169248,True,True,15931.722518211105,1.093337539539484,40.72127369448333,1.238182308349502,2.4148021455555534e-09,14571.641366052043,97.72251819402193,60.0,164.0
K_Q+C_c+theta,mak_heatup,4,1.3301159703997116,True,True,9663.928378221268,0.5652917308181136,24.6770197973452,1.0635013870903405,1.7961923469583941e-09,17095.470977852852,97.98932350200685,60.0,164.0
K_Q+C_c+h_fc+theta,mak_heatup,0,1.299508685960916,True,True,8083.9995037105,0.5,20.6466666044565,0.42392986727717796,1.4e-09,16167.999007421,84.82031331881207,61.0,161.0
K_Q+C_c+h_fc+theta,mak_heatup,1,1.2986170655223417,True,True,5437.31999073761,0.31898717677438065,13.895828381519975,0.5467556566466191,1.0022041220718712e-09,17045.57545453754,84.82284964542166,61.0,161.0
K_Q+C_c+h_fc+theta,mak_heatup,2,1.3053211206340365,True,True,9183.986254135469,0.7482146238907961,23.509393183600263,0.4375418532398011,9.830348964269712e-10,12274.534553171065,84.83325211337417,61.0,162.0
K_Q+C_c+h_fc+theta,mak_heatup,3,1.3018444331294905,True,True,6928.506042264787,0.48562666484027267,17.715964314352405,0.41396825694020023,1.008031232124499e-09,14267.144998192469,84.82763647604453,61.0,161.0
K_Q+C_c+h_fc+theta,mak_heatup,4,1.298625056703782,True,True,7370.8479977831275,0.431863734644789,18.815432486237704,0.34037448614948873,1.3572270348550558e-09,17067.53173856032,84.81933889355629,61.0,161.0
K_Q+C_c+sigma+theta,mak_heatup,0,1.3241471155372082,True,False,13301277.971287094,0.5,33695.92189294268,1.3,5.089215602399377e-06,26602555.942574188,99.21859617862569,59.0,164.0
K_Q+C_c+sigma+theta,mak_heatup,1,1.3484344732437559,True,False,10984496.447185133,0.3956466323790742,27837.796944814912,1.8140737776566065,4.218093560989075e-06,27763401.854664955,103.44763893423901,58.0,166.0
K_Q+C_c+sigma+theta,mak_heatup,2,1.327079147100975,True,False,38961490.58965392,0.6049252865210268,98704.88570021387,1.2231937376830742,1.4916462729464242e-05,64407111.849670775,99.78628893337732,59.0,164.0
K_Q+C_c+sigma+theta,mak_heatup,3,1.3270230645184775,True,False,5290857.920423176,0.26717283111939666,13403.90459289554,1.4686523892833652,2.0249758155941688e-06,19803128.552613754,99.77468877646858,59.0,164.0
K_Q+C_c+sigma+theta,mak_heatup,4,1.3153773568300875,True,False,20062724.36809926,0.39232335255130873,50817.34227802936,0.9703019452642172,7.667531908566007e-06,51138236.45120748,97.3846977611296,60.0,163.0
K_Q+C_c+h_fc+sigma+theta,mak_heatup,0,1.2978166788386545,False,True,8999.036059134227,0.5,22.965110740513765,0.42380957176257456,1.7514160121175335e-09,17998.072118268454,84.8323054546185,61.0,161.0
K_Q+C_c+h_fc+sigma+theta,mak_heatup,1,1.2948249278497541,False,True,8432.418963476262,0.3678395200677154,21.511717131941325,0.854621227413246,1.9828418985750424e-09,22924.178897155864,84.95396007167908,61.0,161.0
K_Q+C_c+h_fc+sigma+theta,mak_heatup,2,1.3005786378069641,False,True,9878.046756720181,0.6487943683008034,25.23348655825256,0.3475749732390567,1.5857944787882696e-09,15225.235050345535,84.82512522804655,61.0,161.0
K_Q+C_c+h_fc+sigma+theta,mak_heatup,3,1.3019369944534882,False,True,8274.66908350864,0.5829425125898022,21.162350576676367,0.5212858509090785,1.1976207327093521e-09,14194.6571142106,84.92290279360245,61.0,161.0
K_Q+C_c+h_fc+sigma+theta,mak_heatup,4,1.3056086389640806,False,True,9024.999179779046,0.7439452937625701,23.107402154284806,0.41979685617157697,9.417343589734703e-10,12131.267252373225,84.91905055182426,61.0,162.0
h_amb,mak_step,0,109.8807743751037,True,True,320.0,0.17523528366123609,3.5,1.3,1.4e-09,1826.1162553234558,50.0,26.0,44.0
h_amb,mak_step,1,112.7219810977697,True,True,285.63469149647153,0.13253117016637747,3.295605435838145,1.0996852513698905,1.4226074353557379e-09,2155.226511151229,42.43315870759595,24.0,39.0
h_amb,mak_step,2,157.36493937928725,True,True,250.72401088101657,2.4547246820303874,6.13472616020841,1.2759885710292453,1.6130842948844141e-09,102.13936117415584,68.26086426318355,25.0,0.0
h_amb,mak_step,3,106.95139782426085,True,True,264.5730873660444,0.058136302877691906,2.8962429839967108,0.7372957413644761,1.4398328271836258e-09,4550.91009008016,51.11562163400991,28.0,47.0
h_amb,mak_step,4,122.97768596015504,True,True,198.27118128649505,0.054408820673133705,2.6022361832443313,1.4820550069511687,1.2685306376046617e-09,3644.099960880029,27.380458682690655,16.0,19.0
h_amb+theta,mak_step,0,46.54464655114259,True,True,320.0,0.1963643146899688,3.5,1.3,1.4e-09,1629.6240001918593,969.1311681216139,228.0,523.0
h_amb+theta,mak_step,1,45.31673990260355,True,True,373.64493201250195,0.09830049673500946,3.4518555975229033,1.0336060541497067,1.7247025417615982e-09,3801.0482593973434,850.7512261825187,215.0,457.0
h_amb+theta,mak_step,2,30.46774045260059,True,True,516.2503363110519,0.007353069809160984,2.5183744933788743,1.2134938175728864,1.1994028867169777e-09,70208.81750202752,372.305443315547,130.0,309.0
h_amb+theta,mak_step,3,41.12981419973378,True,True,430.61997301755457,0.017775434376215406,3.0167274509175197,1.4874610845812324,1.6759036505743056e-09,24225.566807737192,612.2624786134593,179.0,421.0
h_amb+theta,mak_step,4,45.66280214651551,True,True,499.952672671978,0.1369620059061955,4.698202176234167,0.7700479677949781,2.3428522294360314e-09,3650.301916681862,865.1146797747186,219.0,464.0
K_Q+h_amb,mak_step,0,67.70454222836511,True,False,320.0,1.0000055882451297e-09,1.6397094919971227,1.3,1.4e-09,319998211771.5516,50.0,31.0,47.0
K_Q+h_amb,mak_step,1,96.54931656449442,True,False,293.44759059447017,1.0000000004855286e-09,1.983672979527273,1.2468178076426841,2.4188387667233775e-09,293447590451.993,33.34603823217375,23.0,23.0
K_Q+h_amb,mak_step,2,94.95990517888505,True,False,387.46251856344884,1.0000000477605101e-09,2.6775631412900207,1.677440937932385,3.211415662909761e-09,387462500058.0422,48.38646206236778,30.0,33.0
K_Q+h_amb,mak_step,3,70.36532435379424,True,False,392.41899510554,1.0000000009333222e-09,2.209217527658716,0.7403243605799682,1.988377751800761e-09,392418994739.2866,77.30774258828053,46.0,74.0
K_Q+h_amb,mak_step,4,74.9503578534557,True,False,325.27955460536447,1.0000000000061973e-09,1.7206473829888767,2.262904238013006,1.5984489386259228e-09,325279554603.34863,36.876203801120006,22.0,29.0
K_Q+h_amb+theta,mak_step,0,41.338215233078664,True,False,320.0,1.0000000000000003e-09,2.1614397966322576,1.3,1.4e-09,319999999999.99994,574.7344329076142,170.0,378.0
K_Q+h_amb+theta,mak_step,1,28.98626223758874,True,False,541.7373412974417,1.0000000000000003e-09,2.430052593583162,0.6766026366057014,1.291209883212486e-09,541737341297.4416,312.8148139312248,124.0,272.0
K_Q+h_amb+theta,mak_step,2,44.82626764871021,True,False,187.07842179635395,1e-09,1.6697670477076008,1.5031597161923094,1.0979815315958808e-09,187078421796.35394,767.5157196769553,199.0,379.0
K_Q+h_amb+theta,mak_step,3,32.03369275056709,True,False,350.4843016447354,1.0000000000000003e-09,1.71514059977859,1.3178750150452554,9.696222923079576e-10,350484301644.7353,366.0737937932981,131.0,291.0
K_Q+h_amb+theta,mak_step,4,39.10333510651718,True,False,546.32220410234,1.0000000000000003e-09,3.293004863711822,1.1237486353767574,2.0786097504108495e-09,546322204102.3399,490.4309830732174,160.0,344.0
C_c+h_amb+theta,mak_step,0,17.293076271318277,True,False,1017.8878938862599,1.0000009594985648e-09,3.5,1.3,1.4e-09,1017886917225.2238,199.78785396019333,90.0,217.0
C_c+h_amb+theta,mak_step,1,40.13456279244041,True,False,506.80412657362257,1.0000000000000003e-09,2.2525741615910784,1.5656452832730137,1.6202023439908848e-09,506804126573.62244,340.74417855457875,124.0,261.0
