free,log,restart,rmse,converged,in_bounds,C_c,h_amb,K_Q,h_fc,sigma,tau,theta,dead,coast
K_Q+C_c,grillsim_heatup,2,4.969363569584828,True,True,262.8541421492414,0.3135679377517481,3.1622054681979885,1.3369506546096943,1.1384144517545342e-09,838.2685552415858,47.59376223741083,23.0,36.0
K_Q+C_c,grillsim_heatup,3,1.5250634023252672,True,True,369.7292868276354,0.5276722059297067,4.26549029053311,1.7622052890289637,1.124442500989583e-09,700.6798589594248,30.594197960635068,18.0,26.0
K_Q+C_c,grillsim_heatup,4,5.856827157577506,True,True,519.5205002629683,0.6339378027271857,6.249941589772183,1.744817501937333,2.2054155063839296e-09,819.5133623961266,52.62091918675441,24.0,38.0
K_Q+C_c+theta,grillsim_heatup,0,1.245708319590071,True,True,400.2198340096359,0.5,4.512500428538814,1.3,1.4e-09,800.4396680192718,26.92419191088325,17.0,23.0
K_Q+C_c+theta,grillsim_heatup,1,1.2577318293840967,True,True,419.48430808689534,0.5587486901049642,4.697850187931741,0.7098080675589629,1.3160816330169691e-09,750.756673824314,26.013464430919495,17.0,23.0
K_Q+C_c+theta,grillsim_heatup,2,1.3125348695543675,True,True,421.17224671836124,0.5852732529132325,4.83274927888227,1.0838611762779162,1.3156513312905277e-09,719.6164263819528,20.620898620314318,16.0,22.0
K_Q+C_c+theta,grillsim_heatup,3,1.25316987117717,True,True,413.5158635303975,0.5346150717635444,4.6721828010644675,1.1421713097697896,1.3869497787836207e-09,773.4833628358535,25.461036103459637,17.0,23.0
K_Q+C_c+theta,grillsim_heatup,4,1.2394701185103003,True,True,323.5207549933724,0.3706382941729087,3.6243010158513647,1.2289772743828349,1.2389944051253919e-09,872.8746059964457,28.875051651284352,17.0,23.0
K_Q+C_c+h_fc+theta,grillsim_heatup,0,1.245708305126799,True,True,400.2199461439063,0.5,4.512500484043103,1.300675199156674,1.4e-09,800.4398922878127,26.92767988515855,17.0,23.0
K_Q+C_c+h_fc+theta,grillsim_heatup,1,1.253449085519893,True,True,305.50908384054037,0.4046744178282331,3.4674523180057637,1.2004480417082797,1.0000046664548004e-09,754.9503264380202,26.90874301306589,17.0,23.0
K_Q+C_c+h_fc+theta,grillsim_heatup,2,1.2604821535166242,True,True,248.23655865489977,0.3595031546825435,2.937652345896438,2.3396445426073518,7.855430627415013e-10,690.4989717659172,26.856695047369946,17.0,23.0
K_Q+C_c+h_fc+theta,grillsim_heatup,3,1.1724656019198259,True,True,703.6880990955866,0.3380169657367537,7.652717069214329,0.6884210280962725,4.261719408863118e-09,2081.8129574111854,27.100392223321254,17.0,22.0
K_Q+C_c+h_fc+theta,grillsim_heatup,4,1.27273047758658,True,True,400.21455925479086,0.5992769023582326,4.585341378990648,1.8638927205103129,1.084983050890878e-09,667.8291081800324,26.870547722877596,17.0,23.0
K_Q+C_c+sigma+theta,grillsim_heatup,0,1.1392740809167896,True,False,4274564.447554643,0.5,45563.822242925664,1.3,3.282061999801307e-05,8549128.895109287,27.07882166058892,17.0,21.0
K_Q+C_c+sigma+theta,grillsim_heatup,1,1.1597141878676283,True,False,9517882.767811099,0.45464425289685856,101505.26741650267,0.9622328149043584,7.312500453960859e-05,20934791.778772015,23.30647497682849,17.0,21.0
K_Q+C_c+sigma+theta,grillsim_heatup,2,1.1465727853944014,True,False,10987088.14273098,0.5648568713060689,117139.08398820626,1.2136714554957144,8.438340485974238e-05,19451101.156522185,24.8522212178132,17.0,21.0
K_Q+C_c+sigma+theta,grillsim_heatup,3,1.1429682824772207,True,False,14220337.361597158,0.49406430696420905,151576.9248613009,1.204636285367953,0.00010918860119023449,28782361.245592482,28.89380986397955,17.0,21.0
K_Q+C_c+sigma+theta,grillsim_heatup,4,1.1560840904297678,True,False,18221668.456308294,0.6243059348897305,194252.37278694072,1.8171167699745694,0.00013993345554233727,29187081.90644822,30.80716473983804,17.0,21.0
K_Q+C_c+h_fc+sigma+theta,grillsim_heatup,0,1.1460323291043277,False,False,4428.083440165977,0.5,47.44690642452947,1.3250785526910211,3.232852251092192e-08,8856.166880331954,27.198422517114206,17.0,21.0
K_Q+C_c+h_fc+sigma+theta,grillsim_heatup,1,1.1447921905061769,False,False,4912.4037413419555,0.45741487165103073,52.59392320579801,1.2830122587635153,3.61938359957333e-08,10739.492845107381,27.169213713786856,17.0,21.0
K_Q+C_c+h_fc+sigma+theta,grillsim_heatup,2,1.1444049971018797,False,False,3304.7634285253516,0.28845000762673106,35.39585196157285,1.1326800266900223,2.443031937497825e-08,11456.971194820986,27.19715490195093,17.0,21.0
K_Q+C_c+h_fc+sigma+theta,grillsim_heatup,3,1.142774451882016,False,False,4507.0570314255565,0.2728632203087282,48.21536400683951,1.249341848653926,3.3722704830725394e-08,16517.64215904985,27.195254360527468,17.0,21.0
K_Q+C_c+h_fc+sigma+theta,grillsim_heatup,4,1.1480727225881975,False,False,2673.0056449932486,0.38732057365915645,28.680381121793864,0.9785968178288704,1.9226826130771764e-08,6901.274620504677,27.152482780237644,17.0,21.0
h_amb,grillsim_step,0,16.83641035825266,True,True,320.0,0.21914911543850032,3.5,1.3,1.4e-09,1460.1929802897214,50.0,26.0,43.0
h_amb,grillsim_step,1,17.25146063104622,True,True,208.8939088074568,0.21089352089062097,3.1286718413354158,0.7586191064961152,1.2946276253278956e-09,990.5183806751405,51.623248444059755,28.0,40.0
h_amb,grillsim_step,2,51.07724967246326,True,False,331.1811040828237,1.0000000051945307e-09,2.1802415806942648,1.165030818431859,2.3486342914743372e-09,331181102362.4933,61.696458097580134,35.0,45.0
h_amb,grillsim_step,3,19.690657782078905,True,True,380.3596431355171,0.2779346246531507,3.7331509897741046,1.0295832416934347,1.2626202857515757e-09,1368.521981060071,48.913482001860544,25.0,44.0
h_amb,grillsim_step,4,48.06794647408197,True,False,482.0149084841812,1.0000012332993782e-09,2.318227536247084,1.530050079144212,1.8362575084280782e-09,482014314016.2275,45.38535089507526,29.0,35.0
h_amb+theta,grillsim_step,0,15.243139352408976,True,True,320.0,0.22459717697742143,3.5,1.3,1.4e-09,1424.7730283456294,23.267257481688222,15.0,21.0
h_amb+theta,grillsim_step,1,12.839158584032106,True,True,223.28846272802807,0.10460238523769237,2.4671734469165436,1.0000948401086382,1.2059514454646262e-09,2134.6402591168485,22.41188946927607,16.0,21.0
h_amb+theta,grillsim_step,2,16.620205125145855,True,True,404.72475997678384,0.3936249333830236,4.8247291342261835,1.481635164151249,1.6424842460453382e-09,1028.1989926257017,25.888824139828365,16.0,23.0
h_amb+theta,grillsim_step,3,16.899482641806124,True,True,329.0148653826641,0.3632833274792265,4.432685243198631,1.4863091852107053,1.5589910958475555e-09,905.6701491523253,34.14332411711029,19.0,25.0
h_amb+theta,grillsim_step,4,22.72735500730309,True,True,237.41868550493635,0.4521682818403341,3.7223222262077655,2.558394378893769,7.860087525482119e-10,525.067093469355,43.68257096730262,20.0,28.0
K_Q+h_amb,grillsim_step,0,16.824846055535986,True,True,320.0,0.231174738116014,3.5609050617127114,1.3,1.4e-09,1384.234292240917,50.0,26.0,43.0
K_Q+h_amb,grillsim_step,1,13.111284956094876,True,True,419.318285819044,0.16964659436724058,4.334608611220033,1.3731875466531311,2.14863678322947e-09,2471.7164961845883,28.63752347574905,17.0,23.0
K_Q+h_amb,grillsim_step,2,20.28231420856243,True,True,351.50304337720405,0.4111653816888702,3.9538097552779337,0.9544717776717407,9.598937801404426e-10,854.8945485959887,40.430866242811,22.0,36.0
K_Q+h_amb,grillsim_step,3,11.107925623048333,True,True,409.7118410487541,0.06401924819998864,4.370628641615918,1.414779229161343,2.616612285305412e-09,6399.822749696501,42.968112159771024,23.0,34.0
K_Q+h_amb,grillsim_step,4,13.002360334570836,True,True,276.3654132026224,0.10974900018419631,2.9338124995430377,0.9300286062664778,1.4768486067069952e-09,2518.158823668433,32.9215570955056,20.0,29.0
K_Q+h_amb+theta,grillsim_step,0,15.16050692131911,True,True,320.0,0.19440048344299704,3.3453273586924603,1.3,1.4e-09,1646.0864414148014,21.113487930303815,14.0,20.0
K_Q+h_amb+theta,grillsim_step,1,11.215090073494402,True,True,216.89896249240775,0.044218562388899985,2.289869898919391,1.580072799699534,1.3216161666126252e-09,4905.156359105312,22.462377753396837,15.0,20.0
K_Q+h_amb+theta,grillsim_step,2,8.622785371974604,True,False,299.44725242708705,1.0000000000583765e-09,3.2017129034939793,1.1456249276287582,2.1379040306556397e-09,299447252409.6064,25.218312493349913,16.0,21.0
K_Q+h_amb+theta,grillsim_step,3,13.19564845669388,True,True,121.72174203548471,0.049973021207740616,1.2839320144546942,0.864737416991555,6.36810863316806e-10,2435.7491120955183,22.200304736879037,15.0,20.0
K_Q+h_amb+theta,grillsim_step,4,17.25125096255021,True,True,268.914860122759,0.22448486765995618,2.8691058206735347,1.582581663646551,9.733890587514956e-10,1197.9197659331953,21.71010757581413,14.0,19.0
C_c+h_amb+theta,grillsim_step,0,14.925599645878888,True,True,293.7991286165079,0.23339517197341236,3.5,1.3,1.4e-09,1258.80551055262,27.776326573806383,17.0,23.0
C_c+h_amb+theta,grillsim_step,1,11.732967180993434,True,True,288.63734438318335,0.12504444686962693,3.36315090069895,1.7268066618896665,1.748077595759433e-09,2308.277989218671,32.43022508167029,17.0,22.0
C_c+h_amb+theta,grillsim_step,2,7.923665795327062,True,False,141.65262804227888,1.0000000162348264e-09,1.7750286245211846,1.1182446032725095,1.2292477993862413e-09,141652625742.5731,26.535914592123998,18.0,22.0
C_c+h_amb+theta,grillsim_step,3,16.419887108501513,True,True,354.90373702211383,0.33600717859458484,4.204450777689504,1.1522646109063204,1.4604600337258747e-09,1056.2385556956476,27.74753080619762,17.0,23.0
C_c+h_amb+theta,grillsim_step,4,18.208974782550474,True,True,352.4763769228214,0.4065967217828454,4.261843366054118,1.5573561901838828,1.2213881024111213e-09,866.8942911720559,25.113035782121305,16.0,23.0
K_Q+C_c+h_amb,grillsim_step,0,9.27633877885826,True,False,159.27723454982572,1.0000000000000722e-09,2.0278661482805527,1.3,1.4e-09,159277234549.8142,50.0,25.0,34.0
K_Q+C_c+h_amb,grillsim_step,1,8.74586507469673,True,False,158.07383466662554,1.0000000000324865e-09,2.035791848344053,1.5315073580341523,1.4042271909442289e-09,158073834661.49026,44.10204182483953,24.0,32.0
K_Q+C_c+h_amb,grillsim_step,2,9.869252363039996,True,False,158.58375620187937,1.0000000410769274e-09,2.059519891116354,1.3587510863256478,1.4229814065063204e-09,158583749687.74622,53.85720767097948,27.0,37.0
K_Q+C_c+h_amb,grillsim_step,3,8.146609873653734,True,False,171.13526631135673,1.0000000000055083e-09,2.0615714187073775,1.536725166045358,1.420089731804279e-09,171135266310.41406,41.37862020341681,20.0,27.0
K_Q+C_c+h_amb,grillsim_step,4,7.970885200361799,True,False,199.815320118861,1.0000000000075233e-09,2.3888775813663012,1.4144891460608493,1.6439534732733132e-09,199815320117.35773,35.856493214053906,19.0,25.0
K_Q+C_c+h_amb+theta,grillsim_step,0,7.9110871086997925,True,False,169.73618017533386,1.0000000001485863e-09,2.036330394590851,1.3,1.4e-09,169736180150.11337,30.479336766813674,18.0,22.0
K_Q+C_c+h_amb+theta,grillsim_step,1,7.909810837558823,True,False,144.9336566574131,1.000000008178549e-09,1.76658265020958,1.6963372826776288,1.2145694172393937e-09,144933655472.0661,31.518232958061194,18.0,22.0
K_Q+C_c+h_amb+theta,grillsim_step,2,7.910998682456952,True,False,174.64458424077193,1.0000000000012625e-09,2.09404866277733,1.4112757050786746,1.4396956534027052e-09,174644584240.55142,30.897289077262812,18.0,22.0
K_Q+C_c+h_amb+theta,grillsim_step,3,7.897881532188652,True,False,178.16885808687704,1.0000000001069558e-09,2.1587299822379857,0.8157155669666496,1.4843156475834799e-09,178168858067.82086,24.34804184150869,17.0,22.0
K_Q+C_c+h_amb+theta,grillsim_step,4,7.907820578904016,True,False,145.60105795315815,1.0000000002174536e-09,1.8014735010617102,1.3552975797636178,1.238488352092278e-09,145601057921.49667,28.590211007987858,18.0,22.0
K_Q+C_c+h_fc+h_amb,grillsim_step,0,8.548206783930265,True,False,162.09750790910604,1.0000000000000036e-09,2.0294824368091158,17.072058630656613,1.4e-09,162097507909.10547,50.0,21.0,8630.0
K_Q+C_c+h_fc+h_amb,grillsim_step,1,8.314671656246386,True,False,190.2100638543447,1.0000000000000003e-09,2.327023841278113,14.525962133776597,1.6043099317006014e-09,190210063854.34464,47.2391997476284,20.0,7980.0
K_Q+C_c+h_fc+h_amb,grillsim_step,2,7.955968971046774,True,False,143.3956346205055,1.0000000000000003e-09,1.7240783869990006,11.564509157380238,1.1868394033499268e-09,143395634620.50546,40.60195682401782,18.0,7871.0
K_Q+C_c+h_fc+h_amb,grillsim_step,3,7.897792004409769,True,False,214.30836451612853,1.0000000000000003e-09,2.5402674599071453,16.37656521857512,1.7470244661785386e-09,214308364516.12848,36.636503961750755,16.0,7677.0
K_Q+C_c+h_fc+h_amb,grillsim_step,4,8.850211572063879,True,False,120.44116561847875,1e-09,1.5394139743988815,15.433007252929634,1.0625907296534859e-09,120441165618.47874,53.009548792826536,22.0,9151.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_step,0,7.897671489476944,True,False,169.47359124833326,1.0000000000000003e-09,2.035610804325292,17.1111865458186,1.4e-09,169473591248.33322,36.76701633431621,16.0,8124.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_step,1,7.772910310676493,True,False,231.683599293883,1.000000000000011e-09,2.8749351915193246,0.3039558891527956,1.98566124993352e-09,231683599293.88043,2.476145809282239,6.0,11.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_step,2,7.897608200126953,True,False,87.30197720352974,1e-09,1.0647590252423464,11.327993519405165,7.32291682667268e-10,87301977203.52974,36.76696683241004,16.0,8626.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_step,3,7.8975173068139854,True,False,124.55403275926811,1e-09,1.5520282249270496,21.102714934547038,1.0674124611002014e-09,124554032759.2681,36.767099543967554,16.0,9291.0
K_Q+C_c+h_fc+h_amb+theta,grillsim_step,4,7.897538905979929,True,False,119.05787401759231,1.0000000000000003e-09,1.476070448256907,19.06865069744656,1.0151724719087978e-09,119057874017.59229,36.7670972607802,16.0,9134.0
C_c+theta,grillsim_step,0,40.80056196353572,True,True,230.10857014742345,0.5,3.5,1.3,1.4e-09,460.2171402948469,33.0688002690245,18.0,20.0
C_c+theta,grillsim_step,1,48.456053728181196,True,True,242.11485819419988,0.6835825650372915,3.978149315822756,1.0724835147588951,1.4071313453348766e-09,354.1852448811239,22.757793274557514,17.0,18.0
C_c+theta,grillsim_step,2,40.47998611781508,True,True,187.89861911759823,0.3452948316660872,2.8992268602546862,1.9620400477990834,1.502173458072857e-09,544.16864049475,34.386139596807936,18.0,19.0
C_c+theta,grillsim_step,3,76.45705718018534,True,True,193.13808183702557,0.8078723730508404,3.2261094946346693,0.7980264188347819,1.3750351846016075e-09,239.07004160528604,34.00336801381859,20.0,19.0
C_c+theta,grillsim_step,4,20.030720962976613,True,True,277.7772912681376,0.40498808960909966,3.6676527065909,1.1966517285007858,1.034839467138847e-09,685.8900258924954,24.830281875093267,16.0,22.0
K_Q+C_c,grillsim_step,0,19.446791895263086,True,True,388.193617204361,0.5,4.989973429134014,1.3,1.4e-09,776.387234408722,50.0,25.0,39.0
K_Q+C_c,grillsim_step,1,19.520373190068447,True,True,390.9988913858466,0.5200099016364509,5.010294481844099,1.3084797574980238,1.3320559488155047e-09,751.9066274611085,42.50679771389629,23.0,36.0
K_Q+C_c,grillsim_step,2,20.452837904948467,True,True,399.99356743157,0.54663182326029,5.259366074780871,2.1678291816625763,1.4006719524089357e-09,731.7421899183956,58.488343005557084,27.0,44.0
K_Q+C_c,grillsim_step,3,21.70706205197446,True,True,558.5511602765694,0.822261567174597,7.243169863557336,1.078759569786107,1.6550160042582626e-09,679.2864735194026,59.09460721361478,27.0,46.0
K_Q+C_c,grillsim_step,4,22.04961681907632,True,True,320.405629372868,0.4446070721972309,4.373374572198118,1.2985179420139574,1.2073713420793117e-09,720.648971662632,72.98605136900605,33.0,57.0
K_Q+C_c+theta,grillsim_step,0,18.486121815405728,True,True,412.80563188829865,0.5,5.007900660006737,1.3,1.4e-09,825.6112637765973,26.61543243263496,16.0,23.0
K_Q+C_c+theta,grillsim_step,1,22.843145539194023,True,True,406.4465480598403,0.6701636015245246,4.939686382047118,1.1261782082035945,6.839261399001456e-10,606.4885456853127,23.265134582638076,15.0,22.0
K_Q+C_c+theta,grillsim_step,2,19.342164482540817,True,True,532.8385326260799,0.6870458376391361,6.419157891274083,0.8188035564503325,1.6112367186490904e-09,775.5501939390949,24.098068218412728,16.0,22.0
K_Q+C_c+theta,grillsim_step,3,17.972257300821877,True,True,229.7555820522101,0.26939081412212385,2.8205277134846423,1.6751253168006484,8.373162402441822e-10,852.8708850037262,29.148846821296758,16.0,22.0
K_Q+C_c+theta,grillsim_step,4,21.077326953620013,True,True,598.3685930963048,0.8821238391410424,7.269348807042408,1.4327415712579241,1.413773889232009e-09,678.3271991367551,23.37340739343797,16.0,22.0
K_Q+C_c+h_fc+theta,grillsim_step,0,18.474841759067733,True,True,412.0884452049958,0.5,5.006568438197403,17.639576620242927,1.4e-09,824.1768904099916,33.13853063677119,15.0,6454.0
K_Q+C_c+h_fc+theta,grillsim_step,1,16.27008351516869,True,True,360.41486138159274,0.35660678821112124,4.404251256858479,22.31125579955642,1.565116132619872e-09,1010.678633431445,34.12860677213599,15.0,6879.0
K_Q+C_c+h_fc+theta,grillsim_step,2,17.969067839911894,True,True,292.74926414697916,0.34224128910226276,3.5802543240242155,16.711780772812894,1.0622471074044572e-09,855.3885035756301,33.37607242610204,15.0,6731.0
K_Q+C_c+h_fc+theta,grillsim_step,3,21.103988298681802,True,True,334.42760675658405,0.4989145902625166,4.100878893222594,19.18558597846521,7.931714246473089e-10,670.3103362453611,31.80352413208782,14.0,6637.0
K_Q+C_c+h_fc+theta,grillsim_step,4,19.480578675751744,True,True,710.3139233242566,0.940711455979854,8.687272958722565,38.12503514837147,2.138703763440848e-09,755.0816127612552,32.64768929023547,15.0,6623.0
K_Q+C_c+sigma+theta,grillsim_step,0,7.914172690177902,True,False,229197640.31528842,0.5,2609383.849499665,1.3,0.001794019007443676,458395280.63057685,30.11512219558931,18.0,22.0
K_Q+C_c+sigma+theta,grillsim_step,1,7.913514423053492,True,False,591422263.5278556,0.2155258199286466,6732997.786911963,1.3804657527570303,0.004629134026425423,2744090075.7211165,28.178991854853667,18.0,22.0
K_Q+C_c+sigma+theta,grillsim_step,2,7.907874181908816,True,False,224850704.79128712,0.40535234159877864,2561838.316837622,1.3819203802609594,0.0017615634591277424,554704344.1378374,33.996524026624385,17.0,22.0
K_Q+C_c+sigma+theta,grillsim_step,3,7.910230854573341,True,False,640065449.406789,0.35317901047954586,7290719.585740523,1.7850960098095607,0.005012985380561905,1812297533.0207453,33.072101497643395,18.0,22.0
K_Q+C_c+sigma+theta,grillsim_step,4,7.9062184414756995,True,False,311711034.2083561,0.5005562544206711,3550587.167328908,1.1150171809256282,0.0024414349968217525,622729276.5907423,24.810115725014782,18.0,22.0
K_Q+C_c+h_fc+sigma+theta,grillsim_step,0,7.897876987184002,True,False,803082574.5364434,0.5,9159232.705117129,18.029533889722163,0.0062993102676019855,1606165149.0728867,36.76714663411656,16.0,5490.0
K_Q+C_c+h_fc+sigma+theta,grillsim_step,1,7.89788366949078,True,False,638284980.5928713,0.9301038419161909,7279701.848570544,16.404691081237168,0.0050066510194715095,686251310.6900868,36.76717665722258,16.0,5490.0
K_Q+C_c+h_fc+sigma+theta,grillsim_step,2,7.8978754326211815,True,False,439787252.0466117,0.18842590208590437,5015815.274425103,20.40380070516433,0.0034496535924244554,2334006350.390778,36.76716435325941,16.0,5490.0
K_Q+C_c+h_fc+sigma+theta,grillsim_step,3,7.897880330674813,True,False,625825349.0314281,0.6509752901505054,7137597.467941999,13.460836871645258,0.0049089189585519,961365751.5122231,36.767155510579386,16.0,5490.0
K_Q+C_c+h_fc+sigma+theta,grillsim_step,4,7.897874027618139,True,False,2269449472.1285915,0.5740844601951359,25883286.414370578,21.07634998810485,0.017801369491048772,3953163043.91376,36.76716405875207,16.0,5490.0
h_amb,grillsim_hold,0,4.725712083467871,True,True,320.0,0.20023679561359167,3.5,1.3,1.4e-09,1598.1078753253832,50.0,26.0,43.0
h_amb,grillsim_hold,1,16.433700522993558,True,True,147.02118782048797,0.12741430172699353,3.1054748582384315,1.0074822171906301,1.5567538451413839e-09,1153.8829301557173,32.69094419972041,18.0,35.0
h_amb,grillsim_hold,2,5.608835235429146,True,True,373.8140939021516,0.2660503855857278,3.5589403525857106,2.612635368845968,1.0973372768489327e-09,1405.0499986277966,25.81250414077904,15.0,24.0
h_amb,grillsim_hold,3,12.451141322182739,True,True,212.83425914543096,0.25233837167635687,3.719799375592682,0.9932047868163756,1.378537546694421e-09,843.4478582528347,34.68187961765135,20.0,42.0
h_amb,grillsim_hold,4,9.159557094451415,True,True,254.47573611650972,0.24000159293779783,3.406088969466399,0.8615546362653524,1.1856941823447422e-09,1060.3085296290647,78.58593028510522,36.0,63.0
h_amb+theta,grillsim_hold,0,1.5795841130139319,True,True,320.0,0.20027881551233276,3.5,1.3,1.4e-09,1597.7725810960524,26.512278648904186,17.0,24.0
h_amb+theta,grillsim_hold,1,10.288335511228592,True,True,355.43430174550235,0.13076557381660978,2.8713023429249906,1.906275529183386,1.2454900944945014e-09,2718.103024913697,4.832355242079579,5.0,5.0
h_amb+theta,grillsim_hold,2,6.648460346626896,True,False,200.8220326675939,1.0000000055381345e-09,2.5619174113432894,1.563797812043029,1.8515862312229588e-09,200822031555.4145,41.79211416826594,20.0,25.0
h_amb+theta,grillsim_hold,3,11.447661039230141,True,True,317.7003335150723,0.3656952558905134,5.245196158588593,1.6126781141299447,1.8954670644713575e-09,868.7570549457431,63.507413954839144,25.0,36.0
h_amb+theta,grillsim_hold,4,23.020665564493278,True,False,380.4180094547421,1.0129370594866554e-09,2.1394776629143455,1.295708421799857,1.4478278751427386e-09,375559375473.47064,2.2380360531651533,2.0,9.0
K_Q+h_amb,grillsim_hold,0,4.059768977622433,True,True,320.0,0.2418909752296071,3.7694655461691786,1.3,1.4e-09,1322.910041171443,50.0,25.0,42.0
K_Q+h_amb,grillsim_hold,1,7.34832578714584,True,True,345.7299616302698,0.12245217173175893,4.314204624419497,1.5802409287338866,2.3425343301003335e-09,2823.3877500157237,71.5000173695048,33.0,53.0
K_Q+h_amb,grillsim_hold,2,2.828551161670972,True,True,354.1876579519948,0.3808147791707146,4.094594633087009,2.2215678459213923,9.596862790899442e-10,930.0785508464124,43.99609402859398,22.0,37.0
K_Q+h_amb,grillsim_hold,3,1.9630794129947655,True,True,313.3809262305329,0.27191851184157484,3.591593103198738,1.5609993547324876,1.132059359524623e-09,1152.481028629323,35.95357720651846,20.0,31.0
K_Q+h_amb,grillsim_hold,4,8.307318341545363,True,True,340.29356461908355,0.39152794533224883,4.160784508729456,0.9098995571003742,9.688210165160259e-10,869.1424678008922,76.82606395045529,34.0,66.0
K_Q+h_amb+theta,grillsim_hold,0,1.408906708931269,True,True,320.0,0.2131556860169374,3.583355162824238,1.3,1.4e-09,1501.25012369866,28.201239298955883,17.0,25.0
K_Q+h_amb+theta,grillsim_hold,1,1.4316479922724488,True,True,239.11756384787134,0.19114351262777068,2.7154695189012816,1.3650495038617754,9.213419054531609e-10,1250.9844595852146,27.88768838703895,17.0,25.0
K_Q+h_amb+theta,grillsim_hold,2,16.17703206497454,True,False,184.53869537073618,1e-09,4.320036149316873,0.7809854779792832,3.130194414858425e-09,184538695370.73618,87.86401844173128,33.0,31.0
K_Q+h_amb+theta,grillsim_hold,3,1.3547223891059017,True,True,320.75303912523594,0.08789818190080766,3.522784805095157,2.1102131154240023,1.9498304052715912e-09,3649.143044701459,33.51882951406498,16.0,23.0
K_Q+h_amb+theta,grillsim_hold,4,1.358356569072958,True,True,230.59520450510942,0.08650691342675153,2.578895358523266,0.9878039063879043,1.322875163739705e-09,2665.6274668771134,28.50111614714501,17.0,24.0
C_c+h_amb+theta,grillsim_hold,0,1.4048528551915844,True,True,312.32246050016516,0.20129909274618574,3.5,1.3,1.4e-09,1551.534367290799,28.24248723176619,17.0,25.0
C_c+h_amb+theta,grillsim_hold,1,1.469533286756153,True,True,479.9432579342655,0.46859909730604643,5.363295523997795,1.3593582126974413,1.3905374437914911e-09,1024.2086694008506,26.810914719319076,17.0,26.0
C_c+h_amb+theta,grillsim_hold,2,1.3997129708984988,True,True,433.87993556554704,0.26520515317660254,4.826690648749195,1.3867136196256644,1.989109521739039e-09,1636.0162325979481,28.366860474346844,17.0,25.0
C_c+h_amb+theta,grillsim_hold,3,34.88274156773434,True,False,129.1250794896698,1.0000000000000003e-09,1.766965637370006,1.0616145512314563,1.84092765725367e-09,129125079489.66975,49.193353247739935,24.0,25.0
C_c+h_amb+theta,grillsim_hold,4,14.253871265535405,True,False,210.66225791820938,1.000000026172299e-09,2.607244941188354,1.019352233674382,2.0806268994041234e-09,210662252404.6939,37.843326119068685,20.0,24.0
K_Q+C_c+h_amb,grillsim_hold,0,3.8179544543138126,True,False,171.3604452549402,1.0004210231243651e-09,2.0755673408240902,1.3,1.4e-09,171288328907.53625,50.0,25.0,36.0
K_Q+C_c+h_amb,grillsim_hold,1,1.3775043973992576,True,False,97.81098316737271,1.0000000076132846e-09,1.185495377524757,1.2986685987739588,7.961275641044949e-10,97810982422.70987,30.755619267813916,19.0,24.0
K_Q+C_c+h_amb,grillsim_hold,2,2.4980877861269946,True,False,116.31657137111584,1.000006318684631e-09,1.422961769541029,1.7453522788658666,9.578724454670545e-10,116315836408.028,42.480444681765626,22.0,31.0
K_Q+C_c+h_amb,grillsim_hold,3,3.4830954774993397,True,False,169.41694446738953,1.0000516333792997e-09,2.0402339404290544,1.278976692250745,1.3754719098832985e-09,169408197349.6793,47.77400280347198,25.0,35.0
K_Q+C_c+h_amb,grillsim_hold,4,3.6740901024859616,True,False,213.98803858555414,1.0002529323428292e-09,2.5896189800453047,0.7791786371267989,1.7464159997917358e-09,213933927775.99112,41.68216924413357,25.0,36.0
K_Q+C_c+h_amb+theta,grillsim_hold,0,1.300007235223313,True,False,183.4907614741563,1.000008196215475e-09,2.086076198578173,1.3,1.4e-09,183489257556.66403,28.905708537262463,18.0,23.0
K_Q+C_c+h_amb+theta,grillsim_hold,1,1.3026333891468742,True,False,202.39857110599806,1.0000001689378196e-09,2.255572596421492,1.2363479911724253,1.5137644610630292e-09,202398536913.23053,30.95411289367862,17.0,22.0
K_Q+C_c+h_amb+theta,grillsim_hold,2,1.2998096831033064,True,False,197.56127190293157,1.0000034330306473e-09,2.278451071134362,1.7120139768055638,1.5291074202900664e-09,197560593671.3588,28.572994266600837,18.0,23.0
K_Q+C_c+h_amb+theta,grillsim_hold,3,1.3017039966095145,True,False,255.33320251320433,1.0000026098142406e-09,2.8796437988756076,1.0629037596244937,1.932605460135017e-09,255332536142.71542,26.21061930616226,17.0,22.0
K_Q+C_c+h_amb+theta,grillsim_hold,4,1.3085619501048298,True,False,154.49701333903096,1.0000000037310853e-09,1.8164791100558946,0.9807020653908042,1.2191519277200905e-09,154497012762.58942,23.589255766043717,17.0,22.0
K_Q+C_c+h_fc+h_amb,grillsim_hold,0,2.856950051539845,True,False,174.65532275941118,1.0764861603271017e-09,2.0783838184194576,17.127246540347173,1.4e-09,162245767011.38483,50.0,21.0,17959.0
K_Q+C_c+h_fc+h_amb,grillsim_hold,1,4.264751962846553,True,False,290.4403218029398,1.0003183728228712e-09,3.545222905687484,28.08515221867623,2.393280130341702e-09,290347882927.8374,59.297815615336646,24.0,17689.0
